Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1767694395,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,304,0,2900.0,2829.561718740814,626.6560830117669,4344.542916020146,731.141447368421
1767694396,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,310,0,2900.0,2830.1598778199177,626.6560830117669,4344.542916020146,731.1483870967742
1767694397,10,,Aggregated,2.900000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,313,0,2900.0,2831.242459000571,626.6560830117669,4344.542916020146,731.1501597444089
1767694398,10,,Aggregated,2.900000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,313,0,2900.0,2831.242459000571,626.6560830117669,4344.542916020146,731.1501597444089
1767694399,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,319,0,2900.0,2833.1566367592686,626.6560830117669,4344.542916020146,731.1567398119122
1767694400,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,323,0,2900.0,2831.5823453318308,626.6560830117669,4344.542916020146,731.1578947368421
1767694401,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,323,0,2900.0,2831.5823453318308,626.6560830117669,4344.542916020146,731.1578947368421
1767694402,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,329,0,2900.0,2831.510824216268,626.6560830117669,4344.542916020146,731.1519756838906
1767694403,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,333,0,2900.0,2827.840103982551,626.6560830117669,4344.542916020146,731.1621621621622
1767694404,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,334,0,2900.0,2827.067653943689,626.6560830117669,4344.542916020146,731.1616766467066
1767694405,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,338,0,2900.0,2824.7369434148077,626.6560830117669,4344.542916020146,731.1627218934912
1767694406,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,342,0,2900.0,2828.0944025327112,626.6560830117669,4344.542916020146,731.1549707602339
1767694407,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,343,0,2900.0,2830.2606803941358,626.6560830117669,4344.542916020146,731.1516034985423
1767694408,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,349,0,2900.0,2831.451016352986,626.6560830117669,4344.542916020146,731.1461318051576
1767694409,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,352,0,2900.0,2831.7017715374027,626.6560830117669,4344.542916020146,731.15625
1767694410,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,353,0,2900.0,2832.275385144905,626.6560830117669,4344.542916020146,731.1473087818697
1767694411,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,357,0,2900.0,2831.512943386943,626.6560830117669,4344.542916020146,731.1484593837534
1767694412,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,361,0,2900.0,2833.1975450088175,626.6560830117669,4344.542916020146,731.1468144044321
1767694413,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,363,0,2900.0,2833.2319409977267,626.6560830117669,4344.542916020146,731.1460055096419
1767694414,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,366,0,2900.0,2832.137261380256,626.6560830117669,4344.542916020146,731.1448087431694
1767694415,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3100,3300,3500,3600,3700,4300,4300,4300,371,0,2900.0,2829.253604108197,626.6560830117669,4344.542916020146,731.1239892183288
1767694416,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,373,0,2900.0,2831.640624887751,626.6560830117669,4344.542916020146,731.1179624664879
1767694417,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,374,0,2900.0,2830.7508322169674,626.6560830117669,4344.542916020146,731.1176470588235
1767694418,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3100,3300,3500,3600,3700,4300,4300,4300,380,0,2900.0,2830.0821080030323,626.6560830117669,4344.542916020146,731.1289473684211
1767694419,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3100,3300,3500,3600,3800,4300,4300,4300,384,0,2900.0,2827.92368836499,626.6560830117669,4344.542916020146,731.1328125
1767694420,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3100,3300,3500,3600,3800,4300,4300,4300,384,0,2900.0,2827.92368836499,626.6560830117669,4344.542916020146,731.1328125
1767694421,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3800,4300,4300,4300,389,0,2900.0,2830.972246139174,626.6560830117669,4344.542916020146,731.1285347043702
1767694422,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3800,4300,4300,4300,393,0,2900.0,2831.340708860354,626.6560830117669,4344.542916020146,731.117048346056
1767694423,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3800,4300,4300,4300,395,0,2900.0,2830.2707092788605,626.6560830117669,4344.542916020146,731.1139240506329
1767694424,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3800,4300,4300,4300,399,0,2900.0,2829.8113644515506,626.6560830117669,4344.542916020146,731.110275689223
1767694425,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,402,0,2900.0,2828.8461916471265,626.6560830117669,4344.542916020146,731.1094527363184
1767694426,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,406,0,2900.0,2829.6320558278453,626.6560830117669,4344.542916020146,731.1133004926108
1767694427,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,406,0,2900.0,2829.6320558278453,626.6560830117669,4344.542916020146,731.1133004926108
1767694428,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3100,3300,3500,3600,3700,4300,4300,4300,411,0,2900.0,2828.6310168323216,626.6560830117669,4344.542916020146,731.1046228710462
1767694429,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3100,3300,3500,3600,3800,4300,4300,4300,416,0,2900.0,2830.5822125433992,626.6560830117669,4344.542916020146,731.0913461538462
1767694430,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3100,3300,3500,3600,3800,4300,4300,4300,417,0,2900.0,2828.934069048059,626.6560830117669,4344.542916020146,731.0935251798561
1767694431,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3800,4300,4300,4300,419,0,2900.0,2829.6206182411115,626.6560830117669,4344.542916020146,731.090692124105
1767694432,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3800,4300,4300,4300,425,0,2900.0,2830.650636374348,626.6560830117669,4344.542916020146,731.0894117647059
1767694433,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3800,4300,4300,4300,426,0,2900.0,2831.5733276621713,626.6560830117669,4344.542916020146,731.093896713615
